"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USC00427516","ST. GEORGE, UT US","1954-11-16","0.14",,"71","47"
"USC00427516","ST. GEORGE, UT US","1954-11-17","0.00",,"66","33"
"USC00427516","ST. GEORGE, UT US","1954-11-18","0.00",,"65","31"
"USC00427516","ST. GEORGE, UT US","1954-11-19","0.00",,"66","30"
"USC00427516","ST. GEORGE, UT US","1954-11-20","0.00",,"66","29"
"USC00427516","ST. GEORGE, UT US","1954-11-21","0.00",,"72","32"
"USC00427516","ST. GEORGE, UT US","1954-11-22","0.00",,"71","34"
"USC00427516","ST. GEORGE, UT US","1954-11-23","0.00",,"70","34"
"USC00427516","ST. GEORGE, UT US","1954-11-24","0.00",,"69","32"
"USC00427516","ST. GEORGE, UT US","1954-11-25","0.00",,"72","34"
"USC00427516","ST. GEORGE, UT US","1954-11-26","0.00",,"71","32"
"USC00427516","ST. GEORGE, UT US","1954-11-27","0.00",,"68","31"
"USC00427516","ST. GEORGE, UT US","1954-11-28","0.00",,"54","40"
"USC00427516","ST. GEORGE, UT US","1954-11-29","0.00",,"53","38"
"USC00427516","ST. GEORGE, UT US","1954-11-30","0.00",,"49","27"
"USC00427516","ST. GEORGE, UT US","1954-12-01","0.00",,"65","33"
"USC00427516","ST. GEORGE, UT US","1954-12-02","0.00",,"64","32"
"USC00427516","ST. GEORGE, UT US","1954-12-03","0.00",,"63","35"
"USC00427516","ST. GEORGE, UT US","1954-12-04","0.51",,"62","42"
"USC00427516","ST. GEORGE, UT US","1954-12-05","0.00",,"59","31"
"USC00427516","ST. GEORGE, UT US","1954-12-06","0.00",,"57","31"
"USC00427516","ST. GEORGE, UT US","1954-12-07","0.00",,"60","28"
"USC00427516","ST. GEORGE, UT US","1954-12-08","0.00",,"55","27"
"USC00427516","ST. GEORGE, UT US","1954-12-09","0.00",,"51","25"
"USC00427516","ST. GEORGE, UT US","1954-12-10","0.40",,"49","38"
"USC00427516","ST. GEORGE, UT US","1954-12-11","0.00",,"53","30"
"USC00427516","ST. GEORGE, UT US","1954-12-12","0.00",,"54","27"
"USC00427516","ST. GEORGE, UT US","1954-12-13","0.00",,"51","34"
"USC00427516","ST. GEORGE, UT US","1954-12-14","0.00",,"56","25"
"USC00427516","ST. GEORGE, UT US","1954-12-15","0.00",,"51","29"
"USC00427516","ST. GEORGE, UT US","1954-12-16","0.00",,"50","26"
"USC00427516","ST. GEORGE, UT US","1954-12-17","0.00",,"51","21"
"USC00427516","ST. GEORGE, UT US","1954-12-18","0.00",,"55","22"
"USC00427516","ST. GEORGE, UT US","1954-12-19","0.00",,"56","22"
"USC00427516","ST. GEORGE, UT US","1954-12-20","0.00",,"56","22"
"USC00427516","ST. GEORGE, UT US","1954-12-21","0.00",,"56","22"
"USC00427516","ST. GEORGE, UT US","1954-12-22","0.00",,"55","20"
"USC00427516","ST. GEORGE, UT US","1954-12-23","0.00",,"55","21"
"USC00427516","ST. GEORGE, UT US","1954-12-24","0.00",,"55","22"
"USC00427516","ST. GEORGE, UT US","1954-12-25","0.00",,"55","22"
"USC00427516","ST. GEORGE, UT US","1954-12-26","0.00",,"56","22"
"USC00427516","ST. GEORGE, UT US","1954-12-27","0.00",,"55","23"
"USC00427516","ST. GEORGE, UT US","1954-12-28","0.00",,"47","15"
"USC00427516","ST. GEORGE, UT US","1954-12-29","0.00",,"48","22"
"USC00427516","ST. GEORGE, UT US","1954-12-30","0.00",,"47","17"
"USC00427516","ST. GEORGE, UT US","1954-12-31","0.00",,"44","24"
"USC00427516","ST. GEORGE, UT US","1955-01-01","0.00",,"42","27"
"USC00427516","ST. GEORGE, UT US","1955-01-02","0.00",,"47","34"
"USC00427516","ST. GEORGE, UT US","1955-01-03","0.00",,"55","19"
"USC00427516","ST. GEORGE, UT US","1955-01-04","0.21",,"50","36"
"USC00427516","ST. GEORGE, UT US","1955-01-05","0.00",,"45","26"
"USC00427516","ST. GEORGE, UT US","1955-01-06","0.00",,"50","32"
"USC00427516","ST. GEORGE, UT US","1955-01-07","0.06",,"47","29"
"USC00427516","ST. GEORGE, UT US","1955-01-08","0.00",,"44","19"
"USC00427516","ST. GEORGE, UT US","1955-01-09","0.00",,"44","19"
"USC00427516","ST. GEORGE, UT US","1955-01-10","0.05",,"42","30"
"USC00427516","ST. GEORGE, UT US","1955-01-11","0.18",,"46","31"
"USC00427516","ST. GEORGE, UT US","1955-01-12","0.00",,"46","22"
"USC00427516","ST. GEORGE, UT US","1955-01-13","0.01",,"46","20"
"USC00427516","ST. GEORGE, UT US","1955-01-14","0.00",,"49","22"
"USC00427516","ST. GEORGE, UT US","1955-01-15","0.00",,"46","22"
"USC00427516","ST. GEORGE, UT US","1955-01-16","0.40",,"45","33"
"USC00427516","ST. GEORGE, UT US","1955-01-17","0.04",,"46","22"
"USC00427516","ST. GEORGE, UT US","1955-01-18","0.00",,"47","27"
"USC00427516","ST. GEORGE, UT US","1955-01-19","0.12",,"45","32"
"USC00427516","ST. GEORGE, UT US","1955-01-20","0.00",,"45","22"
"USC00427516","ST. GEORGE, UT US","1955-01-21","0.00",,"43","21"
"USC00427516","ST. GEORGE, UT US","1955-01-22","0.00",,"42","18"
"USC00427516","ST. GEORGE, UT US","1955-01-23","0.00",,"50","22"
"USC00427516","ST. GEORGE, UT US","1955-01-24","0.00",,"55","21"
"USC00427516","ST. GEORGE, UT US","1955-01-25","0.00",,"49","22"
"USC00427516","ST. GEORGE, UT US","1955-01-26","0.00",,"54","21"
"USC00427516","ST. GEORGE, UT US","1955-01-27","0.00",,"53","21"
"USC00427516","ST. GEORGE, UT US","1955-01-28","0.00",,"57","20"
"USC00427516","ST. GEORGE, UT US","1955-01-29","0.00",,"55","21"
"USC00427516","ST. GEORGE, UT US","1955-01-30","0.00",,"58","30"
"USC00427516","ST. GEORGE, UT US","1955-01-31","0.00",,"57","35"
"USC00427516","ST. GEORGE, UT US","1955-02-01","0.00",,"57",
"USC00427516","ST. GEORGE, UT US","1955-02-02","0.00",,,"32"
"USC00427516","ST. GEORGE, UT US","1955-02-03","0.19",,"56","31"
"USC00427516","ST. GEORGE, UT US","1955-02-04","0.00",,"44","29"
"USC00427516","ST. GEORGE, UT US","1955-02-05","0.00",,"47","19"
"USC00427516","ST. GEORGE, UT US","1955-02-06","0.00",,"48","23"
"USC00427516","ST. GEORGE, UT US","1955-02-07","0.00",,"50","19"
"USC00427516","ST. GEORGE, UT US","1955-02-08","0.00",,"57","20"
"USC00427516","ST. GEORGE, UT US","1955-02-09","0.00",,"62","22"
"USC00427516","ST. GEORGE, UT US","1955-02-10","0.00",,"63","25"
"USC00427516","ST. GEORGE, UT US","1955-02-11","0.00",,"57","16"
"USC00427516","ST. GEORGE, UT US","1955-02-12","0.00",,"64","24"
"USC00427516","ST. GEORGE, UT US","1955-02-13","0.00",,"64","21"
"USC00427516","ST. GEORGE, UT US","1955-02-14","0.00",,"64","27"
"USC00427516","ST. GEORGE, UT US","1955-02-15","0.00",,"72","27"
"USC00427516","ST. GEORGE, UT US","1955-02-16","0.00",,"72","32"
"USC00427516","ST. GEORGE, UT US","1955-02-17","0.10",,"59","46"
"USC00427516","ST. GEORGE, UT US","1955-02-18","0.00",,"58","30"
"USC00427516","ST. GEORGE, UT US","1955-02-19","0.00",,"40","22"
"USC00427516","ST. GEORGE, UT US","1955-02-20","0.00",,"43","20"
"USC00427516","ST. GEORGE, UT US","1955-02-21","0.00",,"44","15"
"USC00427516","ST. GEORGE, UT US","1955-02-22","0.00",,"43","19"
"USC00427516","ST. GEORGE, UT US","1955-02-23","0.00",,"51","19"
"USC00427516","ST. GEORGE, UT US","1955-02-24","0.00",,"58","19"
"USC00427516","ST. GEORGE, UT US","1955-02-25","0.00",,"58","28"
"USC00427516","ST. GEORGE, UT US","1955-02-26","0.00",,"57","38"
"USC00427516","ST. GEORGE, UT US","1955-02-27","0.00",,"54","40"
"USC00427516","ST. GEORGE, UT US","1955-02-28","0.06",,"55","35"
"USC00427516","ST. GEORGE, UT US","1955-03-01","0.00",,"63","22"
"USC00427516","ST. GEORGE, UT US","1955-03-02","0.00",,"67","22"
"USC00427516","ST. GEORGE, UT US","1955-03-03","0.00",,"68","26"
"USC00427516","ST. GEORGE, UT US","1955-03-04","0.00",,"67","27"
"USC00427516","ST. GEORGE, UT US","1955-03-05","0.00",,"66","29"
"USC00427516","ST. GEORGE, UT US","1955-03-06","0.00",,"61","22"
"USC00427516","ST. GEORGE, UT US","1955-03-07","0.00",,"71","27"
"USC00427516","ST. GEORGE, UT US","1955-03-08","0.00",,"78","28"
"USC00427516","ST. GEORGE, UT US","1955-03-09","0.00",,"75","29"
"USC00427516","ST. GEORGE, UT US","1955-03-10","0.00",,"70","44"
"USC00427516","ST. GEORGE, UT US","1955-03-11","0.14",,"69","49"
"USC00427516","ST. GEORGE, UT US","1955-03-12","0.00",,"70","34"
"USC00427516","ST. GEORGE, UT US","1955-03-13","0.00",,"73","35"
"USC00427516","ST. GEORGE, UT US","1955-03-14","0.00",,"72","37"
"USC00427516","ST. GEORGE, UT US","1955-03-15","0.00",,"70","31"
"USC00427516","ST. GEORGE, UT US","1955-03-16","0.00",,"70","31"
"USC00427516","ST. GEORGE, UT US","1955-03-17","0.00",,"59","27"
"USC00427516","ST. GEORGE, UT US","1955-03-18","0.00",,"65","28"
"USC00427516","ST. GEORGE, UT US","1955-03-19","0.00",,"65","27"
"USC00427516","ST. GEORGE, UT US","1955-03-20","0.00",,"66","33"
"USC00427516","ST. GEORGE, UT US","1955-03-21","0.00",,"54","24"
"USC00427516","ST. GEORGE, UT US","1955-03-22","0.00",,"66","24"
"USC00427516","ST. GEORGE, UT US","1955-03-23","0.00",,"71","26"
"USC00427516","ST. GEORGE, UT US","1955-03-24","0.00",,"74","33"
"USC00427516","ST. GEORGE, UT US","1955-03-25","0.00",,"78","46"
"USC00427516","ST. GEORGE, UT US","1955-03-26","0.00",,"75","43"
"USC00427516","ST. GEORGE, UT US","1955-03-27","0.00",,"63","30"
"USC00427516","ST. GEORGE, UT US","1955-03-28","0.00",,"68","39"
"USC00427516","ST. GEORGE, UT US","1955-03-29","0.00",,"77","36"
"USC00427516","ST. GEORGE, UT US","1955-03-30","0.00",,"75","51"
"USC00427516","ST. GEORGE, UT US","1955-03-31","0.00",,"67","30"
"USC00427516","ST. GEORGE, UT US","1955-04-01","0.00",,"77","33"
"USC00427516","ST. GEORGE, UT US","1955-04-02","0.00",,"74","45"
"USC00427516","ST. GEORGE, UT US","1955-04-03","0.00",,"57","35"
"USC00427516","ST. GEORGE, UT US","1955-04-04","0.00",,"57","31"
"USC00427516","ST. GEORGE, UT US","1955-04-05","0.00",,"64","31"
"USC00427516","ST. GEORGE, UT US","1955-04-06","0.00",,"66","31"
"USC00427516","ST. GEORGE, UT US","1955-04-07","0.00",,"71","32"
"USC00427516","ST. GEORGE, UT US","1955-04-08","0.00",,"77","36"
"USC00427516","ST. GEORGE, UT US","1955-04-09","0.00",,"79","36"
"USC00427516","ST. GEORGE, UT US","1955-04-10","0.00",,"79","37"
"USC00427516","ST. GEORGE, UT US","1955-04-11","0.00",,"79","45"
"USC00427516","ST. GEORGE, UT US","1955-04-12","0.00",,"70","32"
"USC00427516","ST. GEORGE, UT US","1955-04-13","0.00",,"82","38"
"USC00427516","ST. GEORGE, UT US","1955-04-14","0.00",,"80","47"
"USC00427516","ST. GEORGE, UT US","1955-04-15","0.00",,"80","66"
"USC00427516","ST. GEORGE, UT US","1955-04-16","0.00",,"80","43"
"USC00427516","ST. GEORGE, UT US","1955-04-17","0.00",,"77","58"
"USC00427516","ST. GEORGE, UT US","1955-04-18","0.00",,"75","45"
"USC00427516","ST. GEORGE, UT US","1955-04-19","0.00",,"62","38"
"USC00427516","ST. GEORGE, UT US","1955-04-20","0.00",,"76","32"
"USC00427516","ST. GEORGE, UT US","1955-04-21","0.00",,"77","46"
"USC00427516","ST. GEORGE, UT US","1955-04-22","0.06",,"72","47"
"USC00427516","ST. GEORGE, UT US","1955-04-23","0.00",,"82","38"
"USC00427516","ST. GEORGE, UT US","1955-04-24","0.00",,"81","56"
"USC00427516","ST. GEORGE, UT US","1955-04-25","0.00",,,
"USC00427516","ST. GEORGE, UT US","1955-04-26","0.00",,"78","57"
"USC00427516","ST. GEORGE, UT US","1955-04-27","0.00",,"66","37"
"USC00427516","ST. GEORGE, UT US","1955-04-28","0.00",,"81","35"
"USC00427516","ST. GEORGE, UT US","1955-04-29","0.00",,"81","46"
"USC00427516","ST. GEORGE, UT US","1955-04-30","0.00",,"81","56"
"USC00427516","ST. GEORGE, UT US","1955-05-01","0.00",,"79","50"
"USC00427516","ST. GEORGE, UT US","1955-05-02","0.00",,"63","37"
"USC00427516","ST. GEORGE, UT US","1955-05-03","0.00",,"75","38"
"USC00427516","ST. GEORGE, UT US","1955-05-04","0.00",,"88","40"
"USC00427516","ST. GEORGE, UT US","1955-05-05","0.00",,"92","44"
"USC00427516","ST. GEORGE, UT US","1955-05-06","0.00",,"91","49"
"USC00427516","ST. GEORGE, UT US","1955-05-07","0.00",,"88","53"
"USC00427516","ST. GEORGE, UT US","1955-05-08","0.00",,"79","49"
"USC00427516","ST. GEORGE, UT US","1955-05-09","0.00",,"83","49"
"USC00427516","ST. GEORGE, UT US","1955-05-10","0.00",,"87","44"
"USC00427516","ST. GEORGE, UT US","1955-05-11","0.00",,"88","46"
"USC00427516","ST. GEORGE, UT US","1955-05-12","0.00",,"91","59"
"USC00427516","ST. GEORGE, UT US","1955-05-13","0.00",,"88","55"
"USC00427516","ST. GEORGE, UT US","1955-05-14","0.00",,"87","63"
"USC00427516","ST. GEORGE, UT US","1955-05-15","0.00",,"71","45"
"USC00427516","ST. GEORGE, UT US","1955-05-16","0.00",,"75","39"
"USC00427516","ST. GEORGE, UT US","1955-05-17","0.00",,"72","55"
"USC00427516","ST. GEORGE, UT US","1955-05-18","0.00",,"81","46"
"USC00427516","ST. GEORGE, UT US","1955-05-19","0.00",,"92","49"
"USC00427516","ST. GEORGE, UT US","1955-05-20","0.00",,"93","60"
"USC00427516","ST. GEORGE, UT US","1955-05-21","0.00",,"97","54"
"USC00427516","ST. GEORGE, UT US","1955-05-22","0.00",,"92","67"
"USC00427516","ST. GEORGE, UT US","1955-05-23","0.00",,"89","59"
"USC00427516","ST. GEORGE, UT US","1955-05-24","0.00",,"87","57"
"USC00427516","ST. GEORGE, UT US","1955-05-25","0.00",,"82","54"
"USC00427516","ST. GEORGE, UT US","1955-05-26","0.00",,"81","45"
"USC00427516","ST. GEORGE, UT US","1955-05-27","0.00",,"89","49"
"USC00427516","ST. GEORGE, UT US","1955-05-28","0.00",,"87","51"
"USC00427516","ST. GEORGE, UT US","1955-05-29","0.00",,"93","48"
"USC00427516","ST. GEORGE, UT US","1955-05-30","0.00",,"91","53"
"USC00427516","ST. GEORGE, UT US","1955-05-31","0.00",,"80","65"
"USC00427516","ST. GEORGE, UT US","1955-06-01","0.06",,"77","43"
"USC00427516","ST. GEORGE, UT US","1955-06-02","0.00",,"77","39"
"USC00427516","ST. GEORGE, UT US","1955-06-03","0.00",,"85","52"
"USC00427516","ST. GEORGE, UT US","1955-06-04","0.00",,"88","59"
"USC00427516","ST. GEORGE, UT US","1955-06-05","0.00",,"94","52"
"USC00427516","ST. GEORGE, UT US","1955-06-06","0.00",,"100","56"
"USC00427516","ST. GEORGE, UT US","1955-06-07","0.00",,"104","57"
"USC00427516","ST. GEORGE, UT US","1955-06-08","0.00",,"107","65"
"USC00427516","ST. GEORGE, UT US","1955-06-09","0.00",,"106","68"
"USC00427516","ST. GEORGE, UT US","1955-06-10","0.00",,"104","74"
"USC00427516","ST. GEORGE, UT US","1955-06-11","0.00",,"97","60"
"USC00427516","ST. GEORGE, UT US","1955-06-12","0.00",,"95","56"
"USC00427516","ST. GEORGE, UT US","1955-06-13","0.00",,"94","62"
"USC00427516","ST. GEORGE, UT US","1955-06-14","0.00",,"88","51"
"USC00427516","ST. GEORGE, UT US","1955-06-15","0.00",,"89","56"
"USC00427516","ST. GEORGE, UT US","1955-06-16","0.00",,"98","59"
"USC00427516","ST. GEORGE, UT US","1955-06-17","0.00",,"92","50"
"USC00427516","ST. GEORGE, UT US","1955-06-18","0.00",,"97","55"
"USC00427516","ST. GEORGE, UT US","1955-06-19","0.00",,"100","52"
"USC00427516","ST. GEORGE, UT US","1955-06-20","0.00",,"102","57"
"USC00427516","ST. GEORGE, UT US","1955-06-21","0.00",,"106","54"
"USC00427516","ST. GEORGE, UT US","1955-06-22","0.00",,"106","57"
"USC00427516","ST. GEORGE, UT US","1955-06-23","0.00",,"105","63"
"USC00427516","ST. GEORGE, UT US","1955-06-24","0.00",,"100","63"
"USC00427516","ST. GEORGE, UT US","1955-06-25","0.00",,"94","63"
"USC00427516","ST. GEORGE, UT US","1955-06-26","0.00",,"94","55"
"USC00427516","ST. GEORGE, UT US","1955-06-27","0.00",,"94","55"
"USC00427516","ST. GEORGE, UT US","1955-06-28","0.00",,"94","53"
"USC00427516","ST. GEORGE, UT US","1955-06-29","0.00",,"94","64"
"USC00427516","ST. GEORGE, UT US","1955-06-30","0.00",,"94","54"
"USC00427516","ST. GEORGE, UT US","1955-07-01","0.00",,"95","60"
"USC00427516","ST. GEORGE, UT US","1955-07-02","0.00",,"95","60"
"USC00427516","ST. GEORGE, UT US","1955-07-03","0.00",,"96","65"
"USC00427516","ST. GEORGE, UT US","1955-07-04","0.00",,"97","61"
"USC00427516","ST. GEORGE, UT US","1955-07-05","0.00",,"96","56"
"USC00427516","ST. GEORGE, UT US","1955-07-06","0.00",,"96","56"
"USC00427516","ST. GEORGE, UT US","1955-07-07","0.00",,"99","53"
"USC00427516","ST. GEORGE, UT US","1955-07-08","0.00",,"101","53"
"USC00427516","ST. GEORGE, UT US","1955-07-09","0.00",,"98","56"
"USC00427516","ST. GEORGE, UT US","1955-07-10","0.00",,"98","59"
"USC00427516","ST. GEORGE, UT US","1955-07-11","0.00",,"98","61"
"USC00427516","ST. GEORGE, UT US","1955-07-12","0.00",,"103","59"
"USC00427516","ST. GEORGE, UT US","1955-07-13","0.00",,"110","62"
"USC00427516","ST. GEORGE, UT US","1955-07-14","0.07",,"107","72"
"USC00427516","ST. GEORGE, UT US","1955-07-15","0.00",,"103","65"
"USC00427516","ST. GEORGE, UT US","1955-07-16","0.00",,"105","69"
"USC00427516","ST. GEORGE, UT US","1955-07-17","0.00",,"105","75"
"USC00427516","ST. GEORGE, UT US","1955-07-18","0.37",,"104","72"
"USC00427516","ST. GEORGE, UT US","1955-07-19","0.19",,"103","64"
"USC00427516","ST. GEORGE, UT US","1955-07-20","0.00",,"99","63"
"USC00427516","ST. GEORGE, UT US","1955-07-21","0.00",,"99","70"
"USC00427516","ST. GEORGE, UT US","1955-07-22","0.00",,"102","73"
"USC00427516","ST. GEORGE, UT US","1955-07-23","0.00",,"108","82"
"USC00427516","ST. GEORGE, UT US","1955-07-24","0.00",,"102","70"
"USC00427516","ST. GEORGE, UT US","1955-07-25","0.98",,"87","63"
"USC00427516","ST. GEORGE, UT US","1955-07-26","0.00",,"94","66"
"USC00427516","ST. GEORGE, UT US","1955-07-27","0.00",,"97","62"
"USC00427516","ST. GEORGE, UT US","1955-07-28","0.00",,"100","64"
"USC00427516","ST. GEORGE, UT US","1955-07-29","0.00",,"101","64"
"USC00427516","ST. GEORGE, UT US","1955-07-30","0.00",,"101","65"
"USC00427516","ST. GEORGE, UT US","1955-07-31","0.00",,"102","76"
"USC00427516","ST. GEORGE, UT US","1955-08-01","0.00",,"100","68"
"USC00427516","ST. GEORGE, UT US","1955-08-02","0.00",,"104","68"
"USC00427516","ST. GEORGE, UT US","1955-08-03","0.43",,"104","77"
"USC00427516","ST. GEORGE, UT US","1955-08-04","0.00",,"100","67"
"USC00427516","ST. GEORGE, UT US","1955-08-05","0.00",,"94","64"
"USC00427516","ST. GEORGE, UT US","1955-08-06","0.00",,"99","69"
"USC00427516","ST. GEORGE, UT US","1955-08-07","0.00",,"101","70"
"USC00427516","ST. GEORGE, UT US","1955-08-08","0.00",,"101","72"
"USC00427516","ST. GEORGE, UT US","1955-08-09","0.00",,"98","72"
"USC00427516","ST. GEORGE, UT US","1955-08-10","0.00",,"104","68"
"USC00427516","ST. GEORGE, UT US","1955-08-11","0.00",,"103","72"
"USC00427516","ST. GEORGE, UT US","1955-08-12","0.00",,"104","71"
"USC00427516","ST. GEORGE, UT US","1955-08-13","0.45",,"85","62"
"USC00427516","ST. GEORGE, UT US","1955-08-14","0.00",,"95","64"
"USC00427516","ST. GEORGE, UT US","1955-08-15","0.00",,"97","67"
"USC00427516","ST. GEORGE, UT US","1955-08-16","0.08",,"96","67"
"USC00427516","ST. GEORGE, UT US","1955-08-17","0.00",,"96","68"
"USC00427516","ST. GEORGE, UT US","1955-08-18","0.00",,"95","72"
"USC00427516","ST. GEORGE, UT US","1955-08-19","0.00",,"99","69"
"USC00427516","ST. GEORGE, UT US","1955-08-20","0.00",,"99","71"
"USC00427516","ST. GEORGE, UT US","1955-08-21","0.00",,"103","66"
"USC00427516","ST. GEORGE, UT US","1955-08-22","0.00",,"101","69"
"USC00427516","ST. GEORGE, UT US","1955-08-23","0.00",,"102","79"
"USC00427516","ST. GEORGE, UT US","1955-08-24","0.22",,"95","64"
"USC00427516","ST. GEORGE, UT US","1955-08-25","0.46",,"82","64"
"USC00427516","ST. GEORGE, UT US","1955-08-26","0.00",,"91","61"
"USC00427516","ST. GEORGE, UT US","1955-08-27","0.00",,"95","59"
"USC00427516","ST. GEORGE, UT US","1955-08-28","0.00",,"97","57"
"USC00427516","ST. GEORGE, UT US","1955-08-29","0.00",,"102","57"
"USC00427516","ST. GEORGE, UT US","1955-08-30","0.00",,"105","56"
"USC00427516","ST. GEORGE, UT US","1955-08-31","0.00",,"104","57"
"USC00427516","ST. GEORGE, UT US","1955-09-02","0.00",,"104","57"
"USC00427516","ST. GEORGE, UT US","1955-09-03","0.00",,"103","57"
"USC00427516","ST. GEORGE, UT US","1955-09-04","0.00",,"104","57"
"USC00427516","ST. GEORGE, UT US","1955-09-05","0.00",,"103","56"
"USC00427516","ST. GEORGE, UT US","1955-09-06","0.00",,"104","56"
"USC00427516","ST. GEORGE, UT US","1955-09-07","0.00",,"103","56"
"USC00427516","ST. GEORGE, UT US","1955-09-08","0.00",,"102","56"
"USC00427516","ST. GEORGE, UT US","1955-09-09","0.00",,"102","56"
"USC00427516","ST. GEORGE, UT US","1955-09-10","0.00",,"100","57"
"USC00427516","ST. GEORGE, UT US","1955-09-11","0.00",,"101","55"
"USC00427516","ST. GEORGE, UT US","1955-09-12","0.00",,"102","56"
"USC00427516","ST. GEORGE, UT US","1955-09-13","0.00",,"99","55"
"USC00427516","ST. GEORGE, UT US","1955-09-14","0.00",,"98","60"
"USC00427516","ST. GEORGE, UT US","1955-09-15","0.00",,"97","61"
"USC00427516","ST. GEORGE, UT US","1955-09-16","0.00",,"95","67"
"USC00427516","ST. GEORGE, UT US","1955-09-17","0.00",,"93","57"
"USC00427516","ST. GEORGE, UT US","1955-09-18","0.00",,"90","58"
"USC00427516","ST. GEORGE, UT US","1955-09-19","0.00",,"85","55"
"USC00427516","ST. GEORGE, UT US","1955-09-20","0.00",,"82","42"
"USC00427516","ST. GEORGE, UT US","1955-09-21","0.00",,"83","42"
"USC00427516","ST. GEORGE, UT US","1955-09-22","0.00",,"88","43"
"USC00427516","ST. GEORGE, UT US","1955-09-23","0.00",,"90","43"
"USC00427516","ST. GEORGE, UT US","1955-09-24","0.00",,"88","44"
"USC00427516","ST. GEORGE, UT US","1955-09-25","0.18",,"87","54"
"USC00427516","ST. GEORGE, UT US","1955-09-26","0.00",,"84","43"
"USC00427516","ST. GEORGE, UT US","1955-09-27","0.00",,"83","45"
"USC00427516","ST. GEORGE, UT US","1955-09-28","0.00",,"88","44"
"USC00427516","ST. GEORGE, UT US","1955-09-29","0.00",,"89","42"
"USC00427516","ST. GEORGE, UT US","1955-09-30","0.00",,"89","38"
"USC00427516","ST. GEORGE, UT US","1955-10-01","0.00",,"92",
"USC00427516","ST. GEORGE, UT US","1955-10-02","0.00",,"89",
"USC00427516","ST. GEORGE, UT US","1955-10-03","0.00",,"91",
"USC00427516","ST. GEORGE, UT US","1955-10-04","0.13",,"88",
"USC00427516","ST. GEORGE, UT US","1955-10-05","0.00",,"80",
"USC00427516","ST. GEORGE, UT US","1955-10-06","0.00",,"87",
"USC00427516","ST. GEORGE, UT US","1955-10-07","0.00",,"87",
"USC00427516","ST. GEORGE, UT US","1955-10-08","0.00",,"88",
"USC00427516","ST. GEORGE, UT US","1955-10-09","0.00",,"89",
"USC00427516","ST. GEORGE, UT US","1955-10-10","0.00",,"89",
"USC00427516","ST. GEORGE, UT US","1955-10-11","0.00",,"89",
"USC00427516","ST. GEORGE, UT US","1955-10-12","0.00",,"90",
"USC00427516","ST. GEORGE, UT US","1955-10-13","0.00",,"86",
"USC00427516","ST. GEORGE, UT US","1955-10-14","0.00",,"91",
"USC00427516","ST. GEORGE, UT US","1955-10-15","0.00",,"90",
"USC00427516","ST. GEORGE, UT US","1955-10-16","0.00",,"90",
"USC00427516","ST. GEORGE, UT US","1955-10-17","0.00",,"92",
"USC00427516","ST. GEORGE, UT US","1955-10-18","0.00",,"89",
"USC00427516","ST. GEORGE, UT US","1955-10-19","0.00",,"84",
"USC00427516","ST. GEORGE, UT US","1955-10-20","0.00",,"83",
"USC00427516","ST. GEORGE, UT US","1955-10-21","0.00",,"82",
"USC00427516","ST. GEORGE, UT US","1955-10-22","0.00",,"80",
"USC00427516","ST. GEORGE, UT US","1955-10-23","0.00",,"81",
"USC00427516","ST. GEORGE, UT US","1955-10-24","0.00",,"81",
"USC00427516","ST. GEORGE, UT US","1955-10-25","0.00",,"81",
"USC00427516","ST. GEORGE, UT US","1955-10-26","0.00",,"80",
"USC00427516","ST. GEORGE, UT US","1955-10-27","0.00",,"76",
"USC00427516","ST. GEORGE, UT US","1955-10-28","0.00",,"71",
"USC00427516","ST. GEORGE, UT US","1955-10-29","0.00",,"75",
"USC00427516","ST. GEORGE, UT US","1955-10-30","0.00",,"77",
"USC00427516","ST. GEORGE, UT US","1955-10-31","0.00",,"78",
"USC00427516","ST. GEORGE, UT US","1955-11-01","0.00",,"75",
"USC00427516","ST. GEORGE, UT US","1955-11-02","0.00",,"70",
"USC00427516","ST. GEORGE, UT US","1955-11-03","0.00",,"75",
"USC00427516","ST. GEORGE, UT US","1955-11-04","0.00",,"72",
"USC00427516","ST. GEORGE, UT US","1955-11-05","0.00",,"74",
"USC00427516","ST. GEORGE, UT US","1955-11-06","0.00",,"73",
"USC00427516","ST. GEORGE, UT US","1955-11-07","0.00",,"71",
"USC00427516","ST. GEORGE, UT US","1955-11-08","0.00",,"69",
"USC00427516","ST. GEORGE, UT US","1955-11-09","0.00",,"76",
"USC00427516","ST. GEORGE, UT US","1955-11-10","0.00",,"78",
"USC00427516","ST. GEORGE, UT US","1955-11-11","0.00",,"74",
"USC00427516","ST. GEORGE, UT US","1955-11-12","0.00",,"72",
"USC00427516","ST. GEORGE, UT US","1955-11-13","0.04",,"62",
"USC00427516","ST. GEORGE, UT US","1955-11-14","0.15",,"58",
"USC00427516","ST. GEORGE, UT US","1955-11-15","0.00",,"50",
"USC00427516","ST. GEORGE, UT US","1955-11-16","0.00",,"49",
"USC00427516","ST. GEORGE, UT US","1955-11-17","0.15",,"48",
"USC00427516","ST. GEORGE, UT US","1955-11-18","0.04",,"53",
"USC00427516","ST. GEORGE, UT US","1955-11-19","0.00",,"65",
"USC00427516","ST. GEORGE, UT US","1955-11-20","0.00",,"65",
"USC00427516","ST. GEORGE, UT US","1955-11-21","0.00",,"60",
