"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USC00427516","ST. GEORGE, UT US","1997-11-07","0.00",,"78","40"
"USC00427516","ST. GEORGE, UT US","1997-11-08","0.00",,"78","41"
"USC00427516","ST. GEORGE, UT US","1997-11-09","0.10",,"72","43"
"USC00427516","ST. GEORGE, UT US","1997-11-10","0.00",,"68","47"
"USC00427516","ST. GEORGE, UT US","1997-11-11","0.22",,"61","46"
"USC00427516","ST. GEORGE, UT US","1997-11-12","0.00",,"58","38"
"USC00427516","ST. GEORGE, UT US","1997-11-13","0.00",,"60","35"
"USC00427516","ST. GEORGE, UT US","1997-11-14","0.17",,"57","46"
"USC00427516","ST. GEORGE, UT US","1997-11-15","0.21",,"56","35"
"USC00427516","ST. GEORGE, UT US","1997-11-16","0.00",,"61","39"
"USC00427516","ST. GEORGE, UT US","1997-11-17","0.00",,"63","33"
"USC00427516","ST. GEORGE, UT US","1997-11-18","0.00",,"61","33"
"USC00427516","ST. GEORGE, UT US","1997-11-19","0.00",,"58","40"
"USC00427516","ST. GEORGE, UT US","1997-11-20","0.00",,"67","37"
"USC00427516","ST. GEORGE, UT US","1997-11-21","0.00",,"66","34"
"USC00427516","ST. GEORGE, UT US","1997-11-22","0.00",,"61","32"
"USC00427516","ST. GEORGE, UT US","1997-11-23","0.00",,"66","32"
"USC00427516","ST. GEORGE, UT US","1997-11-24","0.00",,"68","33"
"USC00427516","ST. GEORGE, UT US","1997-11-25","0.00",,"66","43"
"USC00427516","ST. GEORGE, UT US","1997-11-26","0.00",,"75","48"
"USC00427516","ST. GEORGE, UT US","1997-11-27","0.05",,"72","44"
"USC00427516","ST. GEORGE, UT US","1997-11-28","0.00",,"62","36"
"USC00427516","ST. GEORGE, UT US","1997-11-29","0.00",,"60","33"
"USC00427516","ST. GEORGE, UT US","1997-11-30","0.00",,"59","34"
"USC00427516","ST. GEORGE, UT US","1997-12-01","0.00",,"65","37"
"USC00427516","ST. GEORGE, UT US","1997-12-02","0.00",,"64","35"
"USC00427516","ST. GEORGE, UT US","1997-12-03","0.00",,"59","30"
"USC00427516","ST. GEORGE, UT US","1997-12-04","0.00",,"59","28"
"USC00427516","ST. GEORGE, UT US","1997-12-05","0.00",,"57","30"
"USC00427516","ST. GEORGE, UT US","1997-12-06","0.01",,"55","35"
"USC00427516","ST. GEORGE, UT US","1997-12-07","0.12",,"48","42"
"USC00427516","ST. GEORGE, UT US","1997-12-08","0.21",,"51","39"
"USC00427516","ST. GEORGE, UT US","1997-12-09","0.00",,"47","32"
"USC00427516","ST. GEORGE, UT US","1997-12-10","0.00",,"47","31"
"USC00427516","ST. GEORGE, UT US","1997-12-11","0.00",,"50","28"
"USC00427516","ST. GEORGE, UT US","1997-12-12","0.00",,"49","24"
"USC00427516","ST. GEORGE, UT US","1997-12-13","0.00",,"52","22"
"USC00427516","ST. GEORGE, UT US","1997-12-14","0.00",,"59","26"
"USC00427516","ST. GEORGE, UT US","1997-12-15","0.00",,"62","39"
"USC00427516","ST. GEORGE, UT US","1997-12-16","0.00",,"62","28"
"USC00427516","ST. GEORGE, UT US","1997-12-17","0.00",,"58","28"
"USC00427516","ST. GEORGE, UT US","1997-12-18","0.00",,"51","30"
"USC00427516","ST. GEORGE, UT US","1997-12-19","0.00",,"55","29"
"USC00427516","ST. GEORGE, UT US","1997-12-20","0.00",,"53","26"
"USC00427516","ST. GEORGE, UT US","1997-12-21","0.00",,"50","30"
"USC00427516","ST. GEORGE, UT US","1997-12-22","0.00",,"50","36"
"USC00427516","ST. GEORGE, UT US","1997-12-23","0.00",,"49","27"
"USC00427516","ST. GEORGE, UT US","1997-12-24","0.00",,"48","28"
"USC00427516","ST. GEORGE, UT US","1997-12-25","0.00",,"43","19"
"USC00427516","ST. GEORGE, UT US","1997-12-26","0.00",,"46","19"
"USC00427516","ST. GEORGE, UT US","1997-12-27","0.00",,"45","18"
"USC00427516","ST. GEORGE, UT US","1997-12-28","0.00",,"55","28"
"USC00427516","ST. GEORGE, UT US","1997-12-29","0.00",,"57","28"
"USC00427516","ST. GEORGE, UT US","1997-12-30","0.00",,"60","28"
"USC00427516","ST. GEORGE, UT US","1997-12-31","0.00",,"58","30"
"USC00427516","ST. GEORGE, UT US","1998-01-01","0.00",,"61","37"
"USC00427516","ST. GEORGE, UT US","1998-01-02","0.00",,"65","34"
"USC00427516","ST. GEORGE, UT US","1998-01-03","0.03",,"60","43"
"USC00427516","ST. GEORGE, UT US","1998-01-04","0.08",,"57","42"
"USC00427516","ST. GEORGE, UT US","1998-01-05","0.22",,"51","37"
"USC00427516","ST. GEORGE, UT US","1998-01-06","0.00",,"48","27"
"USC00427516","ST. GEORGE, UT US","1998-01-07","0.00",,"50","25"
"USC00427516","ST. GEORGE, UT US","1998-01-08","0.00",,"48","25"
"USC00427516","ST. GEORGE, UT US","1998-01-09","0.00",,"47","26"
"USC00427516","ST. GEORGE, UT US","1998-01-10","0.24",,"45","36"
"USC00427516","ST. GEORGE, UT US","1998-01-11","0.06",,"47","40"
"USC00427516","ST. GEORGE, UT US","1998-01-12","0.00",,"49","42"
"USC00427516","ST. GEORGE, UT US","1998-01-13","0.21",,"59","42"
"USC00427516","ST. GEORGE, UT US","1998-01-14","0.00",,"57","32"
"USC00427516","ST. GEORGE, UT US","1998-01-15","0.00",,"56","33"
"USC00427516","ST. GEORGE, UT US","1998-01-16","0.00",,"56","35"
"USC00427516","ST. GEORGE, UT US","1998-01-17","0.00",,"56","35"
"USC00427516","ST. GEORGE, UT US","1998-01-18","0.00",,"60","33"
"USC00427516","ST. GEORGE, UT US","1998-01-19","0.05",,"59","41"
"USC00427516","ST. GEORGE, UT US","1998-01-20","0.01",,"50","30"
"USC00427516","ST. GEORGE, UT US","1998-01-21","0.00",,"55","31"
"USC00427516","ST. GEORGE, UT US","1998-01-22","0.00",,"55","27"
"USC00427516","ST. GEORGE, UT US","1998-01-23","0.00",,"61","28"
"USC00427516","ST. GEORGE, UT US","1998-01-24","0.00",,"62","30"
"USC00427516","ST. GEORGE, UT US","1998-01-25","0.00",,"63","28"
"USC00427516","ST. GEORGE, UT US","1998-01-26","0.00",,"62","34"
"USC00427516","ST. GEORGE, UT US","1998-01-27","0.00",,"61","33"
"USC00427516","ST. GEORGE, UT US","1998-01-28","0.00",,"64","28"
"USC00427516","ST. GEORGE, UT US","1998-01-29","0.00",,"61","32"
"USC00427516","ST. GEORGE, UT US","1998-01-30","0.00",,"64","37"
"USC00427516","ST. GEORGE, UT US","1998-01-31","0.00",,"61","34"
"USC00427516","ST. GEORGE, UT US","1998-02-01","0.00",,"60","29"
"USC00427516","ST. GEORGE, UT US","1998-02-02","0.00",,"58","47"
"USC00427516","ST. GEORGE, UT US","1998-02-03","0.01",,"64","48"
"USC00427516","ST. GEORGE, UT US","1998-02-04","0.10",,"63","44"
"USC00427516","ST. GEORGE, UT US","1998-02-05","0.00",,"60","38"
"USC00427516","ST. GEORGE, UT US","1998-02-06","0.02",,"58","34"
"USC00427516","ST. GEORGE, UT US","1998-02-07","0.12",,"53","40"
"USC00427516","ST. GEORGE, UT US","1998-02-08","0.29",,"55","41"
"USC00427516","ST. GEORGE, UT US","1998-02-09","0.92",,"53","34"
"USC00427516","ST. GEORGE, UT US","1998-02-10","0.00",,"53","30"
"USC00427516","ST. GEORGE, UT US","1998-02-11","0.00",,"57","31"
"USC00427516","ST. GEORGE, UT US","1998-02-12","0.00",,"57","32"
"USC00427516","ST. GEORGE, UT US","1998-02-13","0.00",,"59","43"
"USC00427516","ST. GEORGE, UT US","1998-02-14","0.18",,"58","36"
"USC00427516","ST. GEORGE, UT US","1998-02-15","0.70",,"46","38"
"USC00427516","ST. GEORGE, UT US","1998-02-16","0.00",,"54","33"
"USC00427516","ST. GEORGE, UT US","1998-02-17","0.04",,"50","37"
"USC00427516","ST. GEORGE, UT US","1998-02-18","0.03",,"58","33"
"USC00427516","ST. GEORGE, UT US","1998-02-19","0.00",,"57","31"
"USC00427516","ST. GEORGE, UT US","1998-02-20","0.08",,"54","41"
"USC00427516","ST. GEORGE, UT US","1998-02-21","0.00",,"56","37"
"USC00427516","ST. GEORGE, UT US","1998-02-22","0.02",,"54","46"
"USC00427516","ST. GEORGE, UT US","1998-02-23","0.02",,"59","47"
"USC00427516","ST. GEORGE, UT US","1998-02-24","0.58",,"58","41"
"USC00427516","ST. GEORGE, UT US","1998-02-25","0.00",,"50","35"
"USC00427516","ST. GEORGE, UT US","1998-02-26","0.00",,"51","28"
"USC00427516","ST. GEORGE, UT US","1998-02-27","0.00",,"52","30"
"USC00427516","ST. GEORGE, UT US","1998-02-28","0.00",,"55","27"
"USC00427516","ST. GEORGE, UT US","1998-03-01","0.00",,"62","29"
"USC00427516","ST. GEORGE, UT US","1998-03-02","0.00",,"66","39"
"USC00427516","ST. GEORGE, UT US","1998-03-03","0.00",,"66","35"
"USC00427516","ST. GEORGE, UT US","1998-03-04","0.00",,"65","40"
"USC00427516","ST. GEORGE, UT US","1998-03-05","0.00",,"64","40"
"USC00427516","ST. GEORGE, UT US","1998-03-06","0.04",,"62","46"
"USC00427516","ST. GEORGE, UT US","1998-03-07","0.30",,"54","34"
"USC00427516","ST. GEORGE, UT US","1998-03-08","0.00",,"57","29"
"USC00427516","ST. GEORGE, UT US","1998-03-09","0.00",,"63","31"
"USC00427516","ST. GEORGE, UT US","1998-03-10","0.00",,"68","33"
"USC00427516","ST. GEORGE, UT US","1998-03-11","0.00",,"72","37"
"USC00427516","ST. GEORGE, UT US","1998-03-12","0.00",,"75","41"
"USC00427516","ST. GEORGE, UT US","1998-03-13","0.00",,"73","45"
"USC00427516","ST. GEORGE, UT US","1998-03-14","0.10",,"60","46"
"USC00427516","ST. GEORGE, UT US","1998-03-15","0.00",,"77","41"
"USC00427516","ST. GEORGE, UT US","1998-03-16","0.00",,"73","42"
"USC00427516","ST. GEORGE, UT US","1998-03-17","0.00",,"70","48"
"USC00427516","ST. GEORGE, UT US","1998-03-18","0.00",,"67","37"
"USC00427516","ST. GEORGE, UT US","1998-03-19","0.00",,"68","35"
"USC00427516","ST. GEORGE, UT US","1998-03-20","0.00",,"76","38"
"USC00427516","ST. GEORGE, UT US","1998-03-21","0.00",,"77","41"
"USC00427516","ST. GEORGE, UT US","1998-03-22","0.00",,"78","43"
"USC00427516","ST. GEORGE, UT US","1998-03-23","0.00",,"83","45"
"USC00427516","ST. GEORGE, UT US","1998-03-24","0.00",,"85","51"
"USC00427516","ST. GEORGE, UT US","1998-03-25","0.00",,"82","59"
"USC00427516","ST. GEORGE, UT US","1998-03-26","0.08",,"74","47"
"USC00427516","ST. GEORGE, UT US","1998-03-27","0.05",,"55","49"
"USC00427516","ST. GEORGE, UT US","1998-03-28","0.27",,"51","37"
"USC00427516","ST. GEORGE, UT US","1998-03-29","0.09",,"50","36"
"USC00427516","ST. GEORGE, UT US","1998-03-30","0.00",,"56","30"
"USC00427516","ST. GEORGE, UT US","1998-03-31","0.00",,"61","35"
"USC00427516","ST. GEORGE, UT US","1998-04-01","0.03",,"58","41"
"USC00427516","ST. GEORGE, UT US","1998-04-02","0.05",,"60","39"
"USC00427516","ST. GEORGE, UT US","1998-04-03","0.00",,"66","39"
"USC00427516","ST. GEORGE, UT US","1998-04-04","0.00",,"64","45"
"USC00427516","ST. GEORGE, UT US","1998-04-05","0.00",,"63","36"
"USC00427516","ST. GEORGE, UT US","1998-04-06","0.00",,"62","40"
"USC00427516","ST. GEORGE, UT US","1998-04-07","0.55",,"59","38"
"USC00427516","ST. GEORGE, UT US","1998-04-08","0.00",,"65","35"
"USC00427516","ST. GEORGE, UT US","1998-04-09","0.00",,"72","38"
"USC00427516","ST. GEORGE, UT US","1998-04-10","0.00",,"76","43"
"USC00427516","ST. GEORGE, UT US","1998-04-11","0.00",,"75","46"
"USC00427516","ST. GEORGE, UT US","1998-04-12","0.12",,"73","46"
"USC00427516","ST. GEORGE, UT US","1998-04-13","0.00",,"59","44"
"USC00427516","ST. GEORGE, UT US","1998-04-14","0.00",,"58","45"
"USC00427516","ST. GEORGE, UT US","1998-04-15","0.10",,"57","42"
"USC00427516","ST. GEORGE, UT US","1998-04-16","0.06",,"59","36"
"USC00427516","ST. GEORGE, UT US","1998-04-17","0.00",,"69","35"
"USC00427516","ST. GEORGE, UT US","1998-04-18","0.00",,"72","45"
"USC00427516","ST. GEORGE, UT US","1998-04-19","0.00",,"79","42"
"USC00427516","ST. GEORGE, UT US","1998-04-20","0.00",,"84","48"
"USC00427516","ST. GEORGE, UT US","1998-04-21","0.00",,"86","50"
"USC00427516","ST. GEORGE, UT US","1998-04-22","0.00",,"89","49"
"USC00427516","ST. GEORGE, UT US","1998-04-23","0.00",,"88","54"
"USC00427516","ST. GEORGE, UT US","1998-04-24","0.00",,"85","55"
"USC00427516","ST. GEORGE, UT US","1998-04-25","0.21",,"73","50"
"USC00427516","ST. GEORGE, UT US","1998-04-26","0.00",,"75","45"
"USC00427516","ST. GEORGE, UT US","1998-04-27","0.00",,"79","48"
"USC00427516","ST. GEORGE, UT US","1998-04-28","0.00",,"79","50"
"USC00427516","ST. GEORGE, UT US","1998-04-29","0.00",,"84","49"
"USC00427516","ST. GEORGE, UT US","1998-04-30","0.00",,"86","52"
"USC00427516","ST. GEORGE, UT US","1998-05-01","0.00",,"86","53"
"USC00427516","ST. GEORGE, UT US","1998-05-02","0.00",,"85","53"
"USC00427516","ST. GEORGE, UT US","1998-05-03","0.00",,"83","52"
"USC00427516","ST. GEORGE, UT US","1998-05-04","0.00",,"77","56"
"USC00427516","ST. GEORGE, UT US","1998-05-05","0.06",,"75","56"
"USC00427516","ST. GEORGE, UT US","1998-05-06","0.12",,"71","50"
"USC00427516","ST. GEORGE, UT US","1998-05-07","0.00",,"78","49"
"USC00427516","ST. GEORGE, UT US","1998-05-08","0.05",,"76","52"
"USC00427516","ST. GEORGE, UT US","1998-05-09","0.00",,"80","53"
"USC00427516","ST. GEORGE, UT US","1998-05-10","0.00",,"78","57"
"USC00427516","ST. GEORGE, UT US","1998-05-11","0.00",,"79","47"
"USC00427516","ST. GEORGE, UT US","1998-05-12","0.00",,"75","59"
"USC00427516","ST. GEORGE, UT US","1998-05-13","0.10",,"67","44"
"USC00427516","ST. GEORGE, UT US","1998-05-14","0.04",,"68","46"
"USC00427516","ST. GEORGE, UT US","1998-05-15","0.00",,"77","45"
"USC00427516","ST. GEORGE, UT US","1998-05-16","0.00",,"83","49"
"USC00427516","ST. GEORGE, UT US","1998-05-17","0.00",,"83","57"
"USC00427516","ST. GEORGE, UT US","1998-05-18","0.00",,"89","50"
"USC00427516","ST. GEORGE, UT US","1998-05-19","0.00",,"90","57"
"USC00427516","ST. GEORGE, UT US","1998-05-20","0.00",,"88","62"
"USC00427516","ST. GEORGE, UT US","1998-05-21","0.00",,"82","56"
"USC00427516","ST. GEORGE, UT US","1998-05-22","0.03",,"78","54"
"USC00427516","ST. GEORGE, UT US","1998-05-23","0.00",,"82","51"
"USC00427516","ST. GEORGE, UT US","1998-05-24","0.00",,"89","53"
"USC00427516","ST. GEORGE, UT US","1998-05-25","0.00",,"88","55"
"USC00427516","ST. GEORGE, UT US","1998-05-26","0.00",,"88","66"
"USC00427516","ST. GEORGE, UT US","1998-05-27","0.00",,"83","50"
"USC00427516","ST. GEORGE, UT US","1998-05-28","0.00",,"90","54"
"USC00427516","ST. GEORGE, UT US","1998-05-29","0.00",,"88","63"
"USC00427516","ST. GEORGE, UT US","1998-05-30","0.00",,"88","56"
"USC00427516","ST. GEORGE, UT US","1998-05-31","0.00",,"90","57"
"USC00427516","ST. GEORGE, UT US","1998-06-01","0.00",,"93","60"
"USC00427516","ST. GEORGE, UT US","1998-06-02","0.00",,"92","60"
"USC00427516","ST. GEORGE, UT US","1998-06-03","0.00",,"90","59"
"USC00427516","ST. GEORGE, UT US","1998-06-04","0.06",,"82","56"
"USC00427516","ST. GEORGE, UT US","1998-06-05","0.00",,"87","52"
"USC00427516","ST. GEORGE, UT US","1998-06-06","0.00",,"90","59"
"USC00427516","ST. GEORGE, UT US","1998-06-07","0.02",,"88","60"
"USC00427516","ST. GEORGE, UT US","1998-06-08","0.00",,"81","59"
"USC00427516","ST. GEORGE, UT US","1998-06-09","0.02",,"83","61"
"USC00427516","ST. GEORGE, UT US","1998-06-10","0.00",,"82","57"
"USC00427516","ST. GEORGE, UT US","1998-06-11","0.03",,"80","66"
"USC00427516","ST. GEORGE, UT US","1998-06-12","0.00",,"89","55"
"USC00427516","ST. GEORGE, UT US","1998-06-13","0.25",,"85","53"
"USC00427516","ST. GEORGE, UT US","1998-06-14","0.00",,"89","58"
"USC00427516","ST. GEORGE, UT US","1998-06-15","0.00",,"92","64"
"USC00427516","ST. GEORGE, UT US","1998-06-16","0.00",,"93","64"
"USC00427516","ST. GEORGE, UT US","1998-06-17","0.19",,"91","49"
"USC00427516","ST. GEORGE, UT US","1998-06-18","0.00",,"92","56"
"USC00427516","ST. GEORGE, UT US","1998-06-19","0.00",,"95","57"
"USC00427516","ST. GEORGE, UT US","1998-06-20","0.00",,"96","66"
"USC00427516","ST. GEORGE, UT US","1998-06-21","0.00",,"96","62"
"USC00427516","ST. GEORGE, UT US","1998-06-22","0.00",,"95","60"
"USC00427516","ST. GEORGE, UT US","1998-06-23","0.00",,"92","59"
"USC00427516","ST. GEORGE, UT US","1998-06-24","0.00",,"96","60"
"USC00427516","ST. GEORGE, UT US","1998-06-25","0.00",,"96","62"
"USC00427516","ST. GEORGE, UT US","1998-06-26","0.00",,"99","70"
"USC00427516","ST. GEORGE, UT US","1998-06-27","0.00",,"100","68"
"USC00427516","ST. GEORGE, UT US","1998-06-28","0.00",,"104","66"
"USC00427516","ST. GEORGE, UT US","1998-06-29","0.00",,"106","66"
"USC00427516","ST. GEORGE, UT US","1998-06-30","0.00",,"104","67"
"USC00427516","ST. GEORGE, UT US","1998-07-01","0.00",,"105","67"
"USC00427516","ST. GEORGE, UT US","1998-07-02","0.00",,"104","66"
"USC00427516","ST. GEORGE, UT US","1998-07-03","0.00",,"103","69"
"USC00427516","ST. GEORGE, UT US","1998-07-04","0.00",,"101","68"
"USC00427516","ST. GEORGE, UT US","1998-07-05","0.39",,"100","65"
"USC00427516","ST. GEORGE, UT US","1998-07-06","0.04",,"95","65"
"USC00427516","ST. GEORGE, UT US","1998-07-07","0.00",,"101","69"
"USC00427516","ST. GEORGE, UT US","1998-07-08","0.00",,"104","73"
"USC00427516","ST. GEORGE, UT US","1998-07-09","0.00",,"104","70"
"USC00427516","ST. GEORGE, UT US","1998-07-10","0.00",,"103","74"
"USC00427516","ST. GEORGE, UT US","1998-07-11","0.00",,"105","75"
"USC00427516","ST. GEORGE, UT US","1998-07-12","0.00",,"106","72"
"USC00427516","ST. GEORGE, UT US","1998-07-13","0.00",,"105","72"
"USC00427516","ST. GEORGE, UT US","1998-07-14","0.00",,"107","70"
"USC00427516","ST. GEORGE, UT US","1998-07-15","0.00",,"111","68"
"USC00427516","ST. GEORGE, UT US","1998-07-16","0.00",,"113","70"
"USC00427516","ST. GEORGE, UT US","1998-07-17","0.00",,"112","74"
"USC00427516","ST. GEORGE, UT US","1998-07-18","0.00",,"112","78"
"USC00427516","ST. GEORGE, UT US","1998-07-19","0.00",,"110","77"
"USC00427516","ST. GEORGE, UT US","1998-07-20","0.00",,"109","79"
"USC00427516","ST. GEORGE, UT US","1998-07-21","0.17",,"100","75"
"USC00427516","ST. GEORGE, UT US","1998-07-22","0.00",,"96","74"
"USC00427516","ST. GEORGE, UT US","1998-07-23","0.09",,"90","72"
"USC00427516","ST. GEORGE, UT US","1998-07-24","0.21",,"86","69"
"USC00427516","ST. GEORGE, UT US","1998-07-25","0.00",,"99","70"
"USC00427516","ST. GEORGE, UT US","1998-07-26","0.00",,"105","71"
"USC00427516","ST. GEORGE, UT US","1998-07-27","0.21",,"103","71"
"USC00427516","ST. GEORGE, UT US","1998-07-28","0.00",,"104","70"
"USC00427516","ST. GEORGE, UT US","1998-07-29","0.00",,"104","76"
"USC00427516","ST. GEORGE, UT US","1998-07-30","0.00",,"103","72"
"USC00427516","ST. GEORGE, UT US","1998-07-31","0.00",,"101","70"
"USC00427516","ST. GEORGE, UT US","1998-08-01","0.00",,"100","62"
"USC00427516","ST. GEORGE, UT US","1998-08-02","0.00",,"103","64"
"USC00427516","ST. GEORGE, UT US","1998-08-03","0.00",,"105","70"
"USC00427516","ST. GEORGE, UT US","1998-08-04","0.00",,"106","76"
"USC00427516","ST. GEORGE, UT US","1998-08-05","0.00",,"107","74"
"USC00427516","ST. GEORGE, UT US","1998-08-06","0.00",,"108","73"
"USC00427516","ST. GEORGE, UT US","1998-08-07","0.00",,"106","79"
"USC00427516","ST. GEORGE, UT US","1998-08-08","0.00",,"105","73"
"USC00427516","ST. GEORGE, UT US","1998-08-09","0.00",,"100","72"
"USC00427516","ST. GEORGE, UT US","1998-08-10","0.00",,"102","78"
"USC00427516","ST. GEORGE, UT US","1998-08-11","0.00",,"103","72"
"USC00427516","ST. GEORGE, UT US","1998-08-12","0.00",,"106","72"
"USC00427516","ST. GEORGE, UT US","1998-08-13","0.00",,"108","78"
"USC00427516","ST. GEORGE, UT US","1998-08-14","0.00",,"106","76"
"USC00427516","ST. GEORGE, UT US","1998-08-15","0.00",,"105","71"
"USC00427516","ST. GEORGE, UT US","1998-08-16","0.00",,"100","74"
"USC00427516","ST. GEORGE, UT US","1998-08-17","0.00",,"99","78"
"USC00427516","ST. GEORGE, UT US","1998-08-18","0.00",,"95","74"
"USC00427516","ST. GEORGE, UT US","1998-08-19","0.00",,"99","66"
"USC00427516","ST. GEORGE, UT US","1998-08-20","0.00",,"101","76"
"USC00427516","ST. GEORGE, UT US","1998-08-21","0.00",,"102","74"
"USC00427516","ST. GEORGE, UT US","1998-08-22","0.00",,"104","76"
"USC00427516","ST. GEORGE, UT US","1998-08-23","0.00",,"105","74"
"USC00427516","ST. GEORGE, UT US","1998-08-24","0.00",,"103","81"
"USC00427516","ST. GEORGE, UT US","1998-08-25","0.38",,"92","68"
"USC00427516","ST. GEORGE, UT US","1998-08-26","0.00",,"98","73"
"USC00427516","ST. GEORGE, UT US","1998-08-27","0.00",,"103","70"
"USC00427516","ST. GEORGE, UT US","1998-08-28","0.00",,"106","70"
"USC00427516","ST. GEORGE, UT US","1998-08-29","0.00",,"106","73"
"USC00427516","ST. GEORGE, UT US","1998-08-30","0.00",,"105","75"
"USC00427516","ST. GEORGE, UT US","1998-08-31","0.39",,"103","70"
"USC00427516","ST. GEORGE, UT US","1998-09-01","0.00",,"94","70"
"USC00427516","ST. GEORGE, UT US","1998-09-02","0.00",,"98","69"
"USC00427516","ST. GEORGE, UT US","1998-09-03","0.02",,"96","70"
"USC00427516","ST. GEORGE, UT US","1998-09-04","0.00",,"89","73"
"USC00427516","ST. GEORGE, UT US","1998-09-05","1.27",,"88","66"
"USC00427516","ST. GEORGE, UT US","1998-09-06","0.04",,"91","67"
"USC00427516","ST. GEORGE, UT US","1998-09-07","0.10",,"90","67"
"USC00427516","ST. GEORGE, UT US","1998-09-08","0.00",,"93","67"
"USC00427516","ST. GEORGE, UT US","1998-09-09","0.02",,"90","63"
"USC00427516","ST. GEORGE, UT US","1998-09-10","0.22",,"83","66"
"USC00427516","ST. GEORGE, UT US","1998-09-11","0.00",,"80","64"
"USC00427516","ST. GEORGE, UT US","1998-09-12","0.43",,"87","59"
"USC00427516","ST. GEORGE, UT US","1998-09-13","0.00",,"90","60"
"USC00427516","ST. GEORGE, UT US","1998-09-14","0.00",,"93","61"
"USC00427516","ST. GEORGE, UT US","1998-09-15","0.00",,"95","61"
"USC00427516","ST. GEORGE, UT US","1998-09-16","0.00",,"95","61"
"USC00427516","ST. GEORGE, UT US","1998-09-17","0.00",,"98","62"
"USC00427516","ST. GEORGE, UT US","1998-09-18","0.00",,"97","66"
"USC00427516","ST. GEORGE, UT US","1998-09-19","0.00",,"95","57"
"USC00427516","ST. GEORGE, UT US","1998-09-20","0.00",,"90","54"
"USC00427516","ST. GEORGE, UT US","1998-09-21","0.00",,"87","59"
"USC00427516","ST. GEORGE, UT US","1998-09-22","0.00",,"87","58"
"USC00427516","ST. GEORGE, UT US","1998-09-23","0.00",,"87","62"
"USC00427516","ST. GEORGE, UT US","1998-09-24","0.00",,"88","57"
"USC00427516","ST. GEORGE, UT US","1998-09-25","0.00",,"86","55"
"USC00427516","ST. GEORGE, UT US","1998-09-26","0.00",,"84","54"
"USC00427516","ST. GEORGE, UT US","1998-09-27","0.00",,"88","56"
"USC00427516","ST. GEORGE, UT US","1998-09-28","0.00",,"92","51"
"USC00427516","ST. GEORGE, UT US","1998-09-29","0.00",,"90","60"
"USC00427516","ST. GEORGE, UT US","1998-09-30","0.00",,"85","53"
"USC00427516","ST. GEORGE, UT US","1998-10-01","0.00",,"80","52"
"USC00427516","ST. GEORGE, UT US","1998-10-02","0.00",,"85","50"
"USC00427516","ST. GEORGE, UT US","1998-10-03","0.00",,"83","64"
"USC00427516","ST. GEORGE, UT US","1998-10-04","0.00",,"77","50"
"USC00427516","ST. GEORGE, UT US","1998-10-05","0.00",,"74","47"
"USC00427516","ST. GEORGE, UT US","1998-10-06","0.00",,"81","45"
"USC00427516","ST. GEORGE, UT US","1998-10-07","0.00",,"86","47"
"USC00427516","ST. GEORGE, UT US","1998-10-08","0.00",,"88","49"
"USC00427516","ST. GEORGE, UT US","1998-10-09","0.00",,"86","47"
"USC00427516","ST. GEORGE, UT US","1998-10-10","0.00",,"85","45"
"USC00427516","ST. GEORGE, UT US","1998-10-11","0.00",,"83","46"
"USC00427516","ST. GEORGE, UT US","1998-10-12","0.00",,"85","45"
"USC00427516","ST. GEORGE, UT US","1998-10-13","0.00",,"89","50"
"USC00427516","ST. GEORGE, UT US","1998-10-14","0.00",,"83","47"
"USC00427516","ST. GEORGE, UT US","1998-10-15","0.00",,"81","47"
"USC00427516","ST. GEORGE, UT US","1998-10-16","0.06",,"75","47"
"USC00427516","ST. GEORGE, UT US","1998-10-17","0.00",,"71","38"
"USC00427516","ST. GEORGE, UT US","1998-10-18","0.00",,"77","40"
"USC00427516","ST. GEORGE, UT US","1998-10-19","0.00",,"78","44"
"USC00427516","ST. GEORGE, UT US","1998-10-20","0.00",,"83","47"
"USC00427516","ST. GEORGE, UT US","1998-10-21","0.05",,"81","54"
"USC00427516","ST. GEORGE, UT US","1998-10-22","0.29",,"70","46"
"USC00427516","ST. GEORGE, UT US","1998-10-23","0.02",,"75","45"
"USC00427516","ST. GEORGE, UT US","1998-10-24","0.00",,"74","44"
"USC00427516","ST. GEORGE, UT US","1998-10-25","0.62",,"69","53"
"USC00427516","ST. GEORGE, UT US","1998-10-26","0.20",,"68","45"
"USC00427516","ST. GEORGE, UT US","1998-10-27","0.35",,"65","46"
"USC00427516","ST. GEORGE, UT US","1998-10-28","0.00",,"68","42"
"USC00427516","ST. GEORGE, UT US","1998-10-29","0.01",,"66","47"
"USC00427516","ST. GEORGE, UT US","1998-10-30","0.05",,"66","47"
"USC00427516","ST. GEORGE, UT US","1998-10-31","0.00",,"68","45"
"USC00427516","ST. GEORGE, UT US","1998-11-01","0.00",,"69","40"
"USC00427516","ST. GEORGE, UT US","1998-11-02","0.02",,"67","45"
"USC00427516","ST. GEORGE, UT US","1998-11-03","0.00",,"68","37"
"USC00427516","ST. GEORGE, UT US","1998-11-04","0.00",,"65","37"
"USC00427516","ST. GEORGE, UT US","1998-11-05","0.00",,"68","37"
"USC00427516","ST. GEORGE, UT US","1998-11-06","0.00",,"66","40"
"USC00427516","ST. GEORGE, UT US","1998-11-07","0.00",,"62","33"
"USC00427516","ST. GEORGE, UT US","1998-11-08","0.14",,"58","44"
