"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00427516","ST. GEORGE, UT US","2013-04-26",,"81","53","61"
"USC00427516","ST. GEORGE, UT US","2013-04-27",,"89","54",
"USC00427516","ST. GEORGE, UT US","2013-04-28",,"91","57",
"USC00427516","ST. GEORGE, UT US","2013-04-29",,"93","60",
"USC00427516","ST. GEORGE, UT US","2013-04-30",,"90","64",
"USC00427516","ST. GEORGE, UT US","2013-05-01",,"93","54","60"
"USC00427516","ST. GEORGE, UT US","2013-05-02",,"73","56",
"USC00427516","ST. GEORGE, UT US","2013-05-03",,"78","48","70"
"USC00427516","ST. GEORGE, UT US","2013-05-04",,"84","50",
"USC00427516","ST. GEORGE, UT US","2013-05-05",,"86","53",
"USC00427516","ST. GEORGE, UT US","2013-05-06",,"80","53","64"
"USC00427516","ST. GEORGE, UT US","2013-05-07",,"70","52","53"
"USC00427516","ST. GEORGE, UT US","2013-05-08",,"73","50","60"
"USC00427516","ST. GEORGE, UT US","2013-05-09",,"74","55","59"
"USC00427516","ST. GEORGE, UT US","2013-05-10",,"79","55","59"
"USC00427516","ST. GEORGE, UT US","2013-05-11",,"88","56",
"USC00427516","ST. GEORGE, UT US","2013-05-12",,"79","55",
"USC00427516","ST. GEORGE, UT US","2013-05-13",,"93","57","74"
"USC00427516","ST. GEORGE, UT US","2013-05-14",,"96","64","71"
"USC00427516","ST. GEORGE, UT US","2013-05-15",,"96","65",
"USC00427516","ST. GEORGE, UT US","2013-05-16",,"90","69",
"USC00427516","ST. GEORGE, UT US","2013-05-17",,"90","71","73"
"USC00427516","ST. GEORGE, UT US","2013-05-18",,"81","69",
"USC00427516","ST. GEORGE, UT US","2013-05-19",,"81","62",
"USC00427516","ST. GEORGE, UT US","2013-05-20",,"80","56","64"
"USC00427516","ST. GEORGE, UT US","2013-05-21",,"81","59","66"
"USC00427516","ST. GEORGE, UT US","2013-05-22",,"87","63","78"
"USC00427516","ST. GEORGE, UT US","2013-05-23",,"92","67","76"
"USC00427516","ST. GEORGE, UT US","2013-05-24",,"88","66",
"USC00427516","ST. GEORGE, UT US","2013-05-25",,"89","62",
"USC00427516","ST. GEORGE, UT US","2013-05-26",,"89","65",
"USC00427516","ST. GEORGE, UT US","2013-05-27",,"89","60",
"USC00427516","ST. GEORGE, UT US","2013-05-28",,"89","60","76"
"USC00427516","ST. GEORGE, UT US","2013-05-29",,"87","60","64"
"USC00427516","ST. GEORGE, UT US","2013-05-30",,"84","64","72"
"USC00427516","ST. GEORGE, UT US","2013-05-31",,"91","67","76"
"USC00427516","ST. GEORGE, UT US","2013-06-01",,"91","67",
"USC00427516","ST. GEORGE, UT US","2013-06-02",,"94","64",
"USC00427516","ST. GEORGE, UT US","2013-06-03",,"98","64","83"
"USC00427516","ST. GEORGE, UT US","2013-06-04",,"97","71","81"
"USC00427516","ST. GEORGE, UT US","2013-06-05",,"97","71","82"
"USC00427516","ST. GEORGE, UT US","2013-06-06",,"99","72",
"USC00427516","ST. GEORGE, UT US","2013-06-07",,"102","72",
"USC00427516","ST. GEORGE, UT US","2013-06-08",,"105","72",
"USC00427516","ST. GEORGE, UT US","2013-06-09",,"105","74",
"USC00427516","ST. GEORGE, UT US","2013-06-10",,"105","76","82"
"USC00427516","ST. GEORGE, UT US","2013-06-11",,"100","70","75"
"USC00427516","ST. GEORGE, UT US","2013-06-12",,"98","75","84"
"USC00427516","ST. GEORGE, UT US","2013-06-13",,"103","80","87"
"USC00427516","ST. GEORGE, UT US","2013-06-14",,"99","72","80"
"USC00427516","ST. GEORGE, UT US","2013-06-15",,"98","71",
"USC00427516","ST. GEORGE, UT US","2013-06-16",,"98","71",
"USC00427516","ST. GEORGE, UT US","2013-06-17",,"98","65","71"
"USC00427516","ST. GEORGE, UT US","2013-06-18",,"100","68",
"USC00427516","ST. GEORGE, UT US","2013-06-19",,"94","75",
"USC00427516","ST. GEORGE, UT US","2013-06-20",,"100","67","77"
"USC00427516","ST. GEORGE, UT US","2013-06-21",,"95","68","73"
"USC00427516","ST. GEORGE, UT US","2013-06-22",,"96","68",
"USC00427516","ST. GEORGE, UT US","2013-06-23",,"95","70",
"USC00427516","ST. GEORGE, UT US","2013-06-24",,"97","68","83"
"USC00427516","ST. GEORGE, UT US","2013-06-25",,"89","71","77"
"USC00427516","ST. GEORGE, UT US","2013-06-26",,"95","73","86"
"USC00427516","ST. GEORGE, UT US","2013-06-27",,"100","76","86"
"USC00427516","ST. GEORGE, UT US","2013-06-29",,"110","81",
"USC00427516","ST. GEORGE, UT US","2013-06-30",,"110","81",
"USC00427516","ST. GEORGE, UT US","2013-07-01",,"109","82",
"USC00427516","ST. GEORGE, UT US","2013-07-02",,"109","85",
"USC00427516","ST. GEORGE, UT US","2013-07-03",,"108","89",
"USC00427516","ST. GEORGE, UT US","2013-07-04",,"104","80",
"USC00427516","ST. GEORGE, UT US","2013-07-05",,"101","80",
"USC00427516","ST. GEORGE, UT US","2013-07-06",,"100","79",
"USC00427516","ST. GEORGE, UT US","2013-07-07",,"104","73",
"USC00427516","ST. GEORGE, UT US","2013-07-08",,"110","73",
"USC00427516","ST. GEORGE, UT US","2013-07-09",,"110","73","79"
"USC00427516","ST. GEORGE, UT US","2013-07-10",,"104","76","78"
"USC00427516","ST. GEORGE, UT US","2013-07-11",,"106","78","88"
"USC00427516","ST. GEORGE, UT US","2013-07-12",,"91","74","76"
"USC00427516","ST. GEORGE, UT US","2013-07-13",,"93","74",
"USC00427516","ST. GEORGE, UT US","2013-07-14",,"97","71",
"USC00427516","ST. GEORGE, UT US","2013-07-15",,"99","76","86"
"USC00427516","ST. GEORGE, UT US","2013-07-16",,"101","81","87"
"USC00427516","ST. GEORGE, UT US","2013-07-17",,"97","81",
"USC00427516","ST. GEORGE, UT US","2013-07-18",,"98","80","86"
"USC00427516","ST. GEORGE, UT US","2013-07-19",,"103","80","85"
"USC00427516","ST. GEORGE, UT US","2013-07-20",,"102","80",
"USC00427516","ST. GEORGE, UT US","2013-07-21",,"96","78",
"USC00427516","ST. GEORGE, UT US","2013-07-22",,"104","78","81"
"USC00427516","ST. GEORGE, UT US","2013-07-23",,"95","76","76"
"USC00427516","ST. GEORGE, UT US","2013-07-24",,"102","75",
"USC00427516","ST. GEORGE, UT US","2013-07-25",,"105","80",
"USC00427516","ST. GEORGE, UT US","2013-07-26",,"103","74",
"USC00427516","ST. GEORGE, UT US","2013-07-27",,"91","70",
"USC00427516","ST. GEORGE, UT US","2013-07-28",,"93","74",
"USC00427516","ST. GEORGE, UT US","2013-07-29",,"105","74","78"
"USC00427516","ST. GEORGE, UT US","2013-07-30",,"98","76","80"
"USC00427516","ST. GEORGE, UT US","2013-07-31",,"101","76","85"
"USC00427516","ST. GEORGE, UT US","2014-11-19",,"59","32",
"USC00427516","ST. GEORGE, UT US","2014-11-20",,"57","33","33"
"USC00427516","ST. GEORGE, UT US","2014-11-21",,"62","32","39"
"USC00427516","ST. GEORGE, UT US","2014-11-22",,"67","34","35"
"USC00427516","ST. GEORGE, UT US","2014-11-23",,"62","35","43"
"USC00427516","ST. GEORGE, UT US","2014-11-24",,"58","28","29"
"USC00427516","ST. GEORGE, UT US","2014-11-25",,"60","28","29"
"USC00427516","ST. GEORGE, UT US","2014-11-26",,"58","29","30"
"USC00427516","ST. GEORGE, UT US","2014-11-27",,"62","30","33"
"USC00427516","ST. GEORGE, UT US","2014-11-28",,"58","30","31"
"USC00427516","ST. GEORGE, UT US","2014-11-29",,"66","31","33"
"USC00427516","ST. GEORGE, UT US","2014-11-30",,"67","33","43"
"USC00427516","ST. GEORGE, UT US","2014-12-01",,"67","36","38"
"USC00427516","ST. GEORGE, UT US","2014-12-02",,"62","37","39"
"USC00427516","ST. GEORGE, UT US","2014-12-03",,"56","39","47"
"USC00427516","ST. GEORGE, UT US","2014-12-04",,"59","47","49"
"USC00427516","ST. GEORGE, UT US","2014-12-05",,"62","46","47"
"USC00427516","ST. GEORGE, UT US","2014-12-06",,"58","47","48"
"USC00427516","ST. GEORGE, UT US","2014-12-07",,"66","38","38"
"USC00427516","ST. GEORGE, UT US","2014-12-08",,"63","38","41"
"USC00427516","ST. GEORGE, UT US","2014-12-09",,"61","35","36"
"USC00427516","ST. GEORGE, UT US","2014-12-10",,"64","36","36"
"USC00427516","ST. GEORGE, UT US","2014-12-11",,"63","36","45"
"USC00427516","ST. GEORGE, UT US","2014-12-12",,"58","44","49"
"USC00427516","ST. GEORGE, UT US","2014-12-13",,"64","42","43"
"USC00427516","ST. GEORGE, UT US","2014-12-14",,"48","32","32"
"USC00427516","ST. GEORGE, UT US","2014-12-15",,"53","30","31"
"USC00427516","ST. GEORGE, UT US","2014-12-16",,"48","31","36"
"USC00427516","ST. GEORGE, UT US","2014-12-17",,"57","36","43"
"USC00427516","ST. GEORGE, UT US","2014-12-18",,"50","41","42"
"USC00427516","ST. GEORGE, UT US","2014-12-19",,"54","32","35"
"USC00427516","ST. GEORGE, UT US","2014-12-20",,"52","33","33"
"USC00427516","ST. GEORGE, UT US","2014-12-21",,"50","33","35"
"USC00427516","ST. GEORGE, UT US","2014-12-22",,"54","34","36"
"USC00427516","ST. GEORGE, UT US","2014-12-23",,"68","35","41"
"USC00427516","ST. GEORGE, UT US","2014-12-24",,"57","28","28"
"USC00427516","ST. GEORGE, UT US","2014-12-25",,"46","28","38"
"USC00427516","ST. GEORGE, UT US","2014-12-26",,"47","31","34"
"USC00427516","ST. GEORGE, UT US","2014-12-27",,"47","22","22"
"USC00427516","ST. GEORGE, UT US","2014-12-28",,"47","22","23"
"USC00427516","ST. GEORGE, UT US","2014-12-29",,"45","20","20"
"USC00427516","ST. GEORGE, UT US","2014-12-30",,"46","20","26"
"USC00427516","ST. GEORGE, UT US","2014-12-31",,"42","24","26"
"USC00427516","ST. GEORGE, UT US","2015-01-01",,"35","22","22"
"USC00427516","ST. GEORGE, UT US","2015-01-02",,"39","17","17"
"USC00427516","ST. GEORGE, UT US","2015-01-03",,"42","17","20"
"USC00427516","ST. GEORGE, UT US","2015-01-04",,"45","20","21"
"USC00427516","ST. GEORGE, UT US","2015-01-05",,"46","21","25"
"USC00427516","ST. GEORGE, UT US","2015-01-06",,"53","25","30"
"USC00427516","ST. GEORGE, UT US","2015-01-07",,"61","29","34"
"USC00427516","ST. GEORGE, UT US","2015-01-08",,"66","33","34"
"USC00427516","ST. GEORGE, UT US","2015-01-09",,"64","33","33"
"USC00427516","ST. GEORGE, UT US","2015-01-10",,"64","33","38"
"USC00427516","ST. GEORGE, UT US","2015-01-11",,"51","38","43"
"USC00427516","ST. GEORGE, UT US","2015-01-12",,"55","43","45"
"USC00427516","ST. GEORGE, UT US","2015-01-13",,"56","36","37"
"USC00427516","ST. GEORGE, UT US","2015-01-14",,"57","32","34"
"USC00427516","ST. GEORGE, UT US","2015-01-15",,"57","29","29"
"USC00427516","ST. GEORGE, UT US","2015-01-16",,"58","29","31"
"USC00427516","ST. GEORGE, UT US","2015-01-17",,"58","31","31"
"USC00427516","ST. GEORGE, UT US","2015-01-18",,"57","31","34"
"USC00427516","ST. GEORGE, UT US","2015-01-19",,"61","33","35"
"USC00427516","ST. GEORGE, UT US","2015-01-20",,"58","31","31"
"USC00427516","ST. GEORGE, UT US","2015-01-21",,"52","31","37"
"USC00427516","ST. GEORGE, UT US","2015-01-22",,"58","27","27"
"USC00427516","ST. GEORGE, UT US","2015-01-23",,"55","26","27"
"USC00427516","ST. GEORGE, UT US","2015-01-24",,"56","26","36"
"USC00427516","ST. GEORGE, UT US","2015-01-25",,"60","33","37"
"USC00427516","ST. GEORGE, UT US","2015-01-26",,"66","35","38"
"USC00427516","ST. GEORGE, UT US","2015-01-27",,"67","37","47"
"USC00427516","ST. GEORGE, UT US","2015-01-28",,"63","38","39"
"USC00427516","ST. GEORGE, UT US","2015-01-29",,"60","39","45"
"USC00427516","ST. GEORGE, UT US","2015-01-30",,"61","45","47"
"USC00427516","ST. GEORGE, UT US","2015-01-31",,"49","44","44"
"USC00427516","ST. GEORGE, UT US","2015-02-01",,"60","35","35"
"USC00427516","ST. GEORGE, UT US","2015-02-02",,"61","35","36"
"USC00427516","ST. GEORGE, UT US","2015-02-03",,"63","35","37"
"USC00427516","ST. GEORGE, UT US","2015-02-04",,"64","37","40"
"USC00427516","ST. GEORGE, UT US","2015-02-05",,"67","39","40"
"USC00427516","ST. GEORGE, UT US","2015-02-06",,"71","37","39"
"USC00427516","ST. GEORGE, UT US","2015-02-07",,"71","38","40"
"USC00427516","ST. GEORGE, UT US","2015-02-08",,"72","39","50"
"USC00427516","ST. GEORGE, UT US","2015-02-09",,"75","43","44"
"USC00427516","ST. GEORGE, UT US","2015-02-10",,"74","42","44"
"USC00427516","ST. GEORGE, UT US","2015-02-11",,"74","39","40"
"USC00427516","ST. GEORGE, UT US","2015-02-12",,"69","38","40"
"USC00427516","ST. GEORGE, UT US","2015-02-13",,"72","38","70"
"USC00427516","ST. GEORGE, UT US","2015-02-14",,"75","39","41"
"USC00427516","ST. GEORGE, UT US","2015-02-15",,"76","39","39"
"USC00427516","ST. GEORGE, UT US","2015-02-16",,"76","36","37"
"USC00427516","ST. GEORGE, UT US","2015-02-17",,"69","35","38"
"USC00427516","ST. GEORGE, UT US","2015-02-18",,"64","33","36"
"USC00427516","ST. GEORGE, UT US","2015-02-19",,"71","36","39"
"USC00427516","ST. GEORGE, UT US","2015-02-20",,"71","39","40"
"USC00427516","ST. GEORGE, UT US","2015-02-21",,"74","38","40"
"USC00427516","ST. GEORGE, UT US","2015-02-22",,"66","40","42"
"USC00427516","ST. GEORGE, UT US","2015-02-23",,"45","32","32"
"USC00427516","ST. GEORGE, UT US","2015-02-24",,"38","32","33"
"USC00427516","ST. GEORGE, UT US","2015-02-25",,"58","32","34"
"USC00427516","ST. GEORGE, UT US","2015-02-26",,"62","34","41"
"USC00427516","ST. GEORGE, UT US","2015-02-27",,"66","41","42"
"USC00427516","ST. GEORGE, UT US","2015-02-28",,"62","41","42"
"USC00427516","ST. GEORGE, UT US","2015-03-01",,"56","40","51"
"USC00427516","ST. GEORGE, UT US","2015-03-02",,"51","38","39"
"USC00427516","ST. GEORGE, UT US","2015-03-03",,"50","38","39"
"USC00427516","ST. GEORGE, UT US","2015-03-04",,"51","30","33"
"USC00427516","ST. GEORGE, UT US","2015-03-05",,"55","30","30"
"USC00427516","ST. GEORGE, UT US","2015-03-06",,"60","30","36"
"USC00427516","ST. GEORGE, UT US","2015-03-07",,"68","36","40"
"USC00427516","ST. GEORGE, UT US","2015-03-08",,"72","38","39"
"USC00427516","ST. GEORGE, UT US","2015-03-09",,"72","38","42"
"USC00427516","ST. GEORGE, UT US","2015-03-10",,"73","39","41"
"USC00427516","ST. GEORGE, UT US","2015-03-11",,"76","41","46"
"USC00427516","ST. GEORGE, UT US","2015-03-12",,"69","46","54"
"USC00427516","ST. GEORGE, UT US","2015-03-13",,"72","46","48"
"USC00427516","ST. GEORGE, UT US","2015-03-14",,"77","46","48"
"USC00427516","ST. GEORGE, UT US","2015-03-15",,"80","46","46"
"USC00427516","ST. GEORGE, UT US","2015-03-16",,"80","46","48"
"USC00427516","ST. GEORGE, UT US","2015-03-17",,"81","47","50"
"USC00427516","ST. GEORGE, UT US","2015-03-18",,"80","49","53"
"USC00427516","ST. GEORGE, UT US","2015-03-19",,"74","50","51"
"USC00427516","ST. GEORGE, UT US","2015-03-20",,"76","44","45"
"USC00427516","ST. GEORGE, UT US","2015-03-21",,"79","43","44"
"USC00427516","ST. GEORGE, UT US","2015-03-22",,"80","44","49"
"USC00427516","ST. GEORGE, UT US","2015-03-23",,"77","48","48"
"USC00427516","ST. GEORGE, UT US","2015-03-24",,"75","47","48"
"USC00427516","ST. GEORGE, UT US","2015-03-25",,"76","48","53"
"USC00427516","ST. GEORGE, UT US","2015-03-26",,"72","46","47"
"USC00427516","ST. GEORGE, UT US","2015-03-27",,"78","46","47"
"USC00427516","ST. GEORGE, UT US","2015-03-28",,"86","47","49"
"USC00427516","ST. GEORGE, UT US","2015-03-29",,"87","49","50"
"USC00427516","ST. GEORGE, UT US","2015-03-30",,"87","49","50"
"USC00427516","ST. GEORGE, UT US","2015-03-31",,"88","49","51"
"USC00427516","ST. GEORGE, UT US","2015-04-01",,"85","51","59"
"USC00427516","ST. GEORGE, UT US","2015-04-02",,"78","53","53"
"USC00427516","ST. GEORGE, UT US","2015-04-03",,"67","39","39"
"USC00427516","ST. GEORGE, UT US","2015-04-04",,"69","37","38"
"USC00427516","ST. GEORGE, UT US","2015-04-05",,"76","38","42"
"USC00427516","ST. GEORGE, UT US","2015-04-06",,"79","42","52"
"USC00427516","ST. GEORGE, UT US","2015-04-07",,"71","50","52"
"USC00427516","ST. GEORGE, UT US","2015-04-08",,"71","49","49"
"USC00427516","ST. GEORGE, UT US","2015-04-09",,"65","40","42"
"USC00427516","ST. GEORGE, UT US","2015-04-10",,"73","41","41"
"USC00427516","ST. GEORGE, UT US","2015-04-11",,"76","41","46"
"USC00427516","ST. GEORGE, UT US","2015-04-12",,"78","45","49"
"USC00427516","ST. GEORGE, UT US","2015-04-13",,"82","47","47"
"USC00427516","ST. GEORGE, UT US","2015-04-14",,"86","47","62"
"USC00427516","ST. GEORGE, UT US","2015-04-15",,"86","42","43"
"USC00427516","ST. GEORGE, UT US","2015-04-16",,"61","41","44"
"USC00427516","ST. GEORGE, UT US","2015-04-17",,"62","41","42"
"USC00427516","ST. GEORGE, UT US","2015-04-18",,"72","41","46"
"USC00427516","ST. GEORGE, UT US","2015-04-19",,"83","46","48"
"USC00427516","ST. GEORGE, UT US","2015-04-20",,"85","46","54"
"USC00427516","ST. GEORGE, UT US","2015-04-21",,"86","51","56"
"USC00427516","ST. GEORGE, UT US","2015-04-22",,"82","53","54"
"USC00427516","ST. GEORGE, UT US","2015-04-23",,"81","53","55"
"USC00427516","ST. GEORGE, UT US","2015-04-24",,"76","49","52"
"USC00427516","ST. GEORGE, UT US","2015-04-25",,"72","51","52"
"USC00427516","ST. GEORGE, UT US","2015-04-26",,"59","46","48"
"USC00427516","ST. GEORGE, UT US","2015-04-27",,"68","44","52"
"USC00427516","ST. GEORGE, UT US","2015-04-28",,"78","50","57"
"USC00427516","ST. GEORGE, UT US","2015-04-29",,"85","53","58"
"USC00427516","ST. GEORGE, UT US","2015-04-30",,"88","55","61"
"USC00427516","ST. GEORGE, UT US","2015-05-01",,"90","56","60"
"USC00427516","ST. GEORGE, UT US","2015-05-02",,"92","56","61"
"USC00427516","ST. GEORGE, UT US","2015-05-03",,"91","60","66"
"USC00427516","ST. GEORGE, UT US","2015-05-04",,"84","59","59"
"USC00427516","ST. GEORGE, UT US","2015-05-05",,,"57","59"
"USC00427516","ST. GEORGE, UT US","2015-05-06",,"78","56","58"
"USC00427516","ST. GEORGE, UT US","2015-05-07",,"80","58","60"
"USC00427516","ST. GEORGE, UT US","2015-05-08",,"75","51","52"
"USC00427516","ST. GEORGE, UT US","2015-05-09",,"75","46","48"
"USC00427516","ST. GEORGE, UT US","2015-05-10",,"63","45","49"
"USC00427516","ST. GEORGE, UT US","2015-05-11",,"80","49","57"
"USC00427516","ST. GEORGE, UT US","2015-05-12",,"85","57","60"
"USC00427516","ST. GEORGE, UT US","2015-05-13",,"84","60","62"
"USC00427516","ST. GEORGE, UT US","2015-05-14",,"82","62","65"
"USC00427516","ST. GEORGE, UT US","2015-05-15",,"76","46","51"
"USC00427516","ST. GEORGE, UT US","2015-05-16",,"66","47","54"
"USC00427516","ST. GEORGE, UT US","2015-05-17",,"72","51","59"
"USC00427516","ST. GEORGE, UT US","2015-05-18",,"79","59","64"
"USC00427516","ST. GEORGE, UT US","2015-05-19",,"68","47","49"
"USC00427516","ST. GEORGE, UT US","2015-05-20",,"78","49","59"
"USC00427516","ST. GEORGE, UT US","2015-05-21",,"80","53","54"
"USC00427516","ST. GEORGE, UT US","2015-05-22",,"77","54","61"
"USC00427516","ST. GEORGE, UT US","2015-05-23",,"73","53","53"
"USC00427516","ST. GEORGE, UT US","2015-05-24",,"71","53","57"
"USC00427516","ST. GEORGE, UT US","2015-05-25",,"73","52","59"
"USC00427516","ST. GEORGE, UT US","2015-05-26",,"84","59","64"
"USC00427516","ST. GEORGE, UT US","2015-05-27",,"88","57","65"
"USC00427516","ST. GEORGE, UT US","2015-05-28",,"90","58","65"
"USC00427516","ST. GEORGE, UT US","2015-05-29",,"92","64","73"
"USC00427516","ST. GEORGE, UT US","2015-05-30",,"96","62","72"
"USC00427516","ST. GEORGE, UT US","2015-05-31",,"98","62","69"
"USC00427516","ST. GEORGE, UT US","2015-06-01",,"100","67","73"
"USC00427516","ST. GEORGE, UT US","2015-06-02",,"96","61","70"
"USC00427516","ST. GEORGE, UT US","2015-06-03",,"93","58","66"
"USC00427516","ST. GEORGE, UT US","2015-06-04",,"92","61","72"
"USC00427516","ST. GEORGE, UT US","2015-06-05",,"91","66","74"
"USC00427516","ST. GEORGE, UT US","2015-06-06",,"86","61","64"
"USC00427516","ST. GEORGE, UT US","2015-06-07",,"85","61","69"
"USC00427516","ST. GEORGE, UT US","2015-06-08",,"91","62","72"
"USC00427516","ST. GEORGE, UT US","2015-06-09",,"97","64","73"
"USC00427516","ST. GEORGE, UT US","2015-06-10",,"95","68","71"
"USC00427516","ST. GEORGE, UT US","2015-06-11",,"91","66","66"
"USC00427516","ST. GEORGE, UT US","2015-06-12",,"91","66","75"
"USC00427516","ST. GEORGE, UT US","2015-06-13",,"92","66","76"
"USC00427516","ST. GEORGE, UT US","2015-06-14",,"101","72","77"
"USC00427516","ST. GEORGE, UT US","2015-06-15",,"102","70","77"
"USC00427516","ST. GEORGE, UT US","2015-06-16",,"104","73","79"
"USC00427516","ST. GEORGE, UT US","2015-06-17",,"103","65","73"
"USC00427516","ST. GEORGE, UT US","2015-06-18",,"103","64","71"
"USC00427516","ST. GEORGE, UT US","2015-06-19",,"104","65","71"
"USC00427516","ST. GEORGE, UT US","2015-06-20",,"106","66","76"
"USC00427516","ST. GEORGE, UT US","2015-06-21",,"108","69","74"
"USC00427516","ST. GEORGE, UT US","2015-06-22",,"106","73","79"
"USC00427516","ST. GEORGE, UT US","2015-06-23",,"104","69","75"
"USC00427516","ST. GEORGE, UT US","2015-06-24",,"105","69","75"
"USC00427516","ST. GEORGE, UT US","2015-06-25",,"106","69","78"
"USC00427516","ST. GEORGE, UT US","2015-06-26",,"108","73","77"
"USC00427516","ST. GEORGE, UT US","2015-06-27",,"111","74","78"
"USC00427516","ST. GEORGE, UT US","2015-06-28",,"110","78","85"
"USC00427516","ST. GEORGE, UT US","2015-06-29",,"107","77","84"
"USC00427516","ST. GEORGE, UT US","2015-06-30",,"108","80","85"
"USC00427516","ST. GEORGE, UT US","2015-07-01",,"109","81","88"
"USC00427516","ST. GEORGE, UT US","2015-07-02",,"106","80","83"
"USC00427516","ST. GEORGE, UT US","2015-07-03",,"105","77","81"
"USC00427516","ST. GEORGE, UT US","2015-07-04",,"104","72","82"
"USC00427516","ST. GEORGE, UT US","2015-07-05",,"95","71","77"
"USC00427516","ST. GEORGE, UT US","2015-07-06",,"100","77","81"
"USC00427516","ST. GEORGE, UT US","2015-07-07",,"97","67","70"
"USC00427516","ST. GEORGE, UT US","2015-07-08",,"95","69","75"
"USC00427516","ST. GEORGE, UT US","2015-07-09",,"95","64","68"
"USC00427516","ST. GEORGE, UT US","2015-07-10",,"95","68","70"
"USC00427516","ST. GEORGE, UT US","2015-07-11",,"91","64","66"
"USC00427516","ST. GEORGE, UT US","2015-07-12",,"93","66","69"
"USC00427516","ST. GEORGE, UT US","2015-07-13",,"98","65","70"
"USC00427516","ST. GEORGE, UT US","2015-07-14",,"101","70","76"
"USC00427516","ST. GEORGE, UT US","2015-07-15",,"101","76","81"
"USC00427516","ST. GEORGE, UT US","2015-07-16",,"100","70","75"
"USC00427516","ST. GEORGE, UT US","2015-07-17",,"100","70","80"
"USC00427516","ST. GEORGE, UT US","2015-07-18",,"100","77","81"
"USC00427516","ST. GEORGE, UT US","2015-07-19",,"93","64","67"
"USC00427516","ST. GEORGE, UT US","2015-07-20",,"91","67","67"
"USC00427516","ST. GEORGE, UT US","2015-07-21",,"82","67","71"
"USC00427516","ST. GEORGE, UT US","2015-07-22",,"92","68","73"
"USC00427516","ST. GEORGE, UT US","2015-07-23",,"98","68","74"
"USC00427516","ST. GEORGE, UT US","2015-07-24",,"97","66","69"
"USC00427516","ST. GEORGE, UT US","2015-07-25",,"98","67","77"
"USC00427516","ST. GEORGE, UT US","2015-07-26",,"101","65","75"
"USC00427516","ST. GEORGE, UT US","2015-07-27",,"100","70","76"
"USC00427516","ST. GEORGE, UT US","2015-07-28",,"98","69","71"
"USC00427516","ST. GEORGE, UT US","2015-07-29",,"101","68","70"
"USC00427516","ST. GEORGE, UT US","2015-07-30",,"102","70","74"
"USC00427516","ST. GEORGE, UT US","2015-07-31",,"103","74","80"
"USC00427516","ST. GEORGE, UT US","2015-08-01",,"102","78","80"
"USC00427516","ST. GEORGE, UT US","2015-08-02",,"95","73","75"
"USC00427516","ST. GEORGE, UT US","2015-08-03",,"97","72","78"
"USC00427516","ST. GEORGE, UT US","2015-08-04",,"100","73","73"
"USC00427516","ST. GEORGE, UT US","2015-08-05",,"102","69","69"
"USC00427516","ST. GEORGE, UT US","2015-08-06",,"101","69","72"
"USC00427516","ST. GEORGE, UT US","2015-08-07",,"103","66","68"
"USC00427516","ST. GEORGE, UT US","2015-08-08",,"79","66","66"
"USC00427516","ST. GEORGE, UT US","2015-08-09",,"94","66","68"
"USC00427516","ST. GEORGE, UT US","2015-08-10",,"96","68","74"
"USC00427516","ST. GEORGE, UT US","2015-08-11",,"100","74","80"
"USC00427516","ST. GEORGE, UT US","2015-08-12",,"86","70","72"
"USC00427516","ST. GEORGE, UT US","2015-08-13",,"93","71","73"
"USC00427516","ST. GEORGE, UT US","2015-08-14",,"99","71","85"
"USC00427516","ST. GEORGE, UT US","2015-08-15",,"103","70","74"
"USC00427516","ST. GEORGE, UT US","2015-08-16",,"104","72","74"
"USC00427516","ST. GEORGE, UT US","2015-08-17",,"106","72","74"
"USC00427516","ST. GEORGE, UT US","2015-08-18",,"105","74","82"
"USC00427516","ST. GEORGE, UT US","2015-08-19",,"106","71","72"
"USC00427516","ST. GEORGE, UT US","2015-08-20",,"104","72","78"
"USC00427516","ST. GEORGE, UT US","2015-08-21",,"102","71","77"
"USC00427516","ST. GEORGE, UT US","2015-08-22",,"99","73","77"
"USC00427516","ST. GEORGE, UT US","2015-08-23",,"101","72","72"
"USC00427516","ST. GEORGE, UT US","2015-08-24",,"102","67","74"
"USC00427516","ST. GEORGE, UT US","2015-08-25",,"102","72","75"
"USC00427516","ST. GEORGE, UT US","2015-08-26",,"98","72","74"
"USC00427516","ST. GEORGE, UT US","2015-08-27",,"92","67","69"
"USC00427516","ST. GEORGE, UT US","2015-08-28",,"98","67","69"
"USC00427516","ST. GEORGE, UT US","2015-08-29",,"103","69","75"
"USC00427516","ST. GEORGE, UT US","2015-08-30",,"104","74","75"
"USC00427516","ST. GEORGE, UT US","2015-08-31",,"100","74","75"
"USC00427516","ST. GEORGE, UT US","2015-09-01",,"99","75","77"
"USC00427516","ST. GEORGE, UT US","2015-09-02",,"98","74","74"
"USC00427516","ST. GEORGE, UT US","2015-09-03",,"96","71","75"
"USC00427516","ST. GEORGE, UT US","2015-09-04",,"98","73","73"
"USC00427516","ST. GEORGE, UT US","2015-09-05",,"92","73","74"
"USC00427516","ST. GEORGE, UT US","2015-09-06",,"92","67","72"
"USC00427516","ST. GEORGE, UT US","2015-09-07",,"95","70","72"
"USC00427516","ST. GEORGE, UT US","2015-09-08",,"95","67","68"
